BLDGSUIT,BLDGID,BLDGNAME,SUITID,OCCPNAME,SUITSQFT,SUITETYPE_MRI,RANK,SQFTTYPE,UPDATED_SUITE_TYPE
PKLN05B141,PKLN05,Park Lane - Blk B2/C/DF Retail,B141,Juice Supply (Elixir Bar TX LLC ),0,,1,GLA,RET
NRG001O-225,NRG001,NW Northgate Mall LLC,O-225,Tax Genius,0,RETL,1,GLA,OFF
CV00010600,CV0001,100 Broadway,600,DKMS Americas,18375,OFF,1,RSF,OFF
PKLN01100,PKLN01,Park Lane - 8070 Office,100,DOHH PLLC,0,,1,GLA,OFF
NRG001S-Cage C,NRG001,NW Northgate Mall LLC,S-Cage C,Cheryl Onkst,0,RETL,1,GLA,RET
WAVE01C209,WAVE01,Waverly Place,C209,Vom Fass,2205,RETL,1,GLA,RET
NW0076100,NW0076,NW CALHOUN BUILDING LP,100,RCS CORPORATION,7189,,1,RSF,OFF
NW1040125,NW1040,NW CHANDLER BUILDING LP,125,Admit Computer Services Inc,1578,,1,RSF,OFF
CV00012200,CV0001,100 Broadway,2200,UnitedLex Corporation,17392,OFF,1,RSF,OFF
NRG001K-44,NRG001,NW Northgate Mall LLC,K-44,Sweet Emotions (CTM Group),0,RETL,1,GLA,RET
NRG001K-69,NRG001,NW Northgate Mall LLC,K-69,Sweet Emotions (CTM Group),0,RETL,1,GLA,RET
NRG001K-13,NRG001,NW Northgate Mall LLC,K-13,Sweet Emotions (CTM Group),0,RETL,1,GLA,RET
NRG001K-B26Dir,NRG001,NW Northgate Mall LLC,K-B26Dir,Sweet Emotions (CTM Group),0,RETL,1,GLA,RET
P400315,P400,400 Totten PondRoad,315,"Northface Capital Holdings, LLC",0,,1,GLA,OFF
NW1026100,NW1026,NW FRENETTE BUILDING LP,100,ESPN Regional Television Inc,11973,,1,RSF,OFF
NW0045300,NW0045,NW GIBSON BUILDING LP,300,"POLYPORE INTERNATIONAL, INC.",8047,,1,RSF,OFF
NW1026BASEMT,NW1026,NW FRENETTE BUILDING LP,BASEMT,"Zayo Group, LLC",0,,1,RSF,OFF
NW1002100,NW1002,NW BRIXHAM GREEN TWO LP,100,All Risks Ltd.,5513,,1,RSF,OFF
PKLN05D140,PKLN05,Park Lane - Blk B2/C/DF Retail,D140,St. Bernard Sports,0,,1,GLA,RET
NW1001450,NW1001,NW BRIXHAM GREEN ONE LP,450,HIGHLAND CAPITAL BROKERAGE INC,4853,,1,RSF,OFF
NW1025280,NW1025,NW HALL BUILDING LP,280,Level 3 Communications,2105,,1,RSF,OFF
NW1026350,NW1026,NW FRENETTE BUILDING LP,350,Tradier Inc,2248,,1,RSF,OFF
P2003040,P200,NWALP PHOP Property Owner LLC,3040,Gentle Communications,0,,1,GLA,OFF
P400200,P400,400 Totten PondRoad,200,"Kaseya US Sales, LLC",0,,1,GLA,OFF
WAVE01C107,WAVE01,Waverly Place,C107,Esteem Me,4220,RETL,1,GLA,RET
NRG001R-572,NRG001,NW Northgate Mall LLC,R-572,Haagen Daz-Planet Smoothie,0,RETL,1,GLA,RET
WAVE01C214,WAVE01,Waverly Place,C214,Whisk Carolina's School for Cooks,4168,RETL,1,GLA,RET
NW0071160,NW0071,NW IRBY BUILDING LP,160,Radix Bay LLC,2612,,1,RSF,OFF
NW1018160,NW1018,NW RICHARDSON BUILDING LP,160,KC TEX inc,1250,,1,RSF,OFF
NRG001O-303B&C,NRG001,NW Northgate Mall LLC,O-303B&C,Mindful Bodies,0,RETL,1,GLA,OFF
FFV001O-H201,FFV001,Freshfields Village,O-H201,Kdp - Public Relations,0,,1,GLA,OFF
NW0106200,NW0106,NW WOODWARD BUILDING LP,200,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
NW0073150,NW0073,NW JJH BUILDING LP,150,WINGATE UNIVERSITY LLC,13776,,1,RSF,OFF
NW1040140,NW1040,NW CHANDLER BUILDING LP,140,WALKER PARKING CONSULTANTS,2492,,1,RSF,OFF
NW1003190,NW1003,NW BRIXHAM GREEN THREE LP,190,Clear Point Claims LLC,5256,,1,RSF,OFF
NW0106300,NW0106,NW WOODWARD BUILDING LP,300,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
PWP001138,PWP001,Prestonwood Place,138,Castle Hills Nails and Spa,0,RETL,1,GLA,RET
PWP001124,PWP001,Prestonwood Place,124,Castle Hills Nail and Spa,0,RETL,1,GLA,RET
CV00010100A,CV0001,100 Broadway,0100A,"TD Ameritrade, Inc.",4395,RETL,1,RSF,RET
CV000100B0A,CV0001,100 Broadway,00B0A,"TD Ameritrade, Inc.",5114,BSMT,1,RSF,RET
NW1012100,NW1012,NW BALLANTYNE TWO LP,100,XPO LOGISTICS INC,19512,,1,RSF,OFF
P2003020,P200,NWALP PHOP Property Owner LLC,3020,BSC Supply LLC,0,,1,GLA,OFF
NW1011120,NW1011,NW BALLANTYNE ONE LP,120,ENVIRONMENTAL RESOURCES MGMT,5242,,1,RSF,OFF
NRG001K-RROOM,NRG001,NW Northgate Mall LLC,K-RROOM,Protocol Vending & Weight Machines,0,RETL,1,GLA,RET
NWCCR2BLDB,NWCCR2,NW CCR BUILDING 2 LP,BLDB,DSG Restaurants LLC,6500,,1,RSF,RET
NRG001R-500,NRG001,NW Northgate Mall LLC,R-500,Shama Jewelers,0,RETL,1,GLA,RET
NW1025175,NW1025,NW HALL BUILDING LP,175,"Financial Engines, Inc.",1742,,1,RSF,OFF
NW1002550,NW1002,NW BRIXHAM GREEN TWO LP,550,THOUGHTSPAN TECHNOLOGY LLC,2208,,1,RSF,OFF
NW0076200,NW0076,NW CALHOUN BUILDING LP,200,RELIANCE FIRST CAPITAL LLC,13746,,1,RSF,OFF
WAVE01B102,WAVE01,Waverly Place,B102,Whole Foods,32258,RETL,1,GLA,RET
NW1042150,NW1042,NW HIXON BUILDING LP,150,ROLLING FRITO-LAY SALES LP,6020,,1,RSF,OFF
NW1041300,NW1041,NW SIMMONS BUILDING LP,300,XPO Logistics LLC,27546,,1,RSF,OFF
NW1002525,NW1002,NW BRIXHAM GREEN TWO LP,525,J.E.P. CAPITAL INC,2698,,1,RSF,OFF
FFV001T203,FFV001,Freshfields Village,T203,Resortquest,0,,1,GLA,OFF
NW0105BLDG,NW0105,NW GRAGG BUILDING LP,BLDG,Metropolitan Life Insurance Co,284212,,1,RSF,OFF
FFV001O-T201,FFV001,Freshfields Village,O-T201,Resortquest,0,,1,GLA,OFF
FFV001T202,FFV001,Freshfields Village,T202,Resortquest,0,,1,GLA,OFF
NW0106100,NW0106,NW WOODWARD BUILDING LP,100,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
FFV001T204,FFV001,Freshfields Village,T204,Resortquest,0,,1,GLA,OFF
NRG001K-15,NRG001,NW Northgate Mall LLC,K-15,Kiddie Koncepts (CTM Group),0,RETL,1,GLA,RET
NW0106400,NW0106,NW WOODWARD BUILDING LP,400,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
WAVE01D201,WAVE01,Waverly Place,D201,Tazikis,3097,RETL,1,GLA,RET
NW1042425,NW1042,NW HIXON BUILDING LP,425,"FIREBIRDS INTERNATIONAL, LLC",5752,,1,RSF,OFF
DMN001W1,DMN001,Domain Northside Retail,W1,"Domain Sportsbar, Inc.",8617,RETL,1,GLA,RET
P460250,P460,460 Totten Pond,250,"Chipwrights, LLC",0,,1,GLA,OFF
NW1040120,NW1040,NW CHANDLER BUILDING LP,120,"US GLOBAL VENTURES, INC",2013,,1,RSF,OFF
NW1040240,NW1040,NW CHANDLER BUILDING LP,240,ACCESS WORLD LLC,2529,,1,RSF,OFF
NW0071450,NW0071,NW IRBY BUILDING LP,450,Equitable Financial Life Insurance,7423,,1,RSF,OFF
NW1011500,NW1011,NW BALLANTYNE ONE LP,500,BAE SYSTEMS SHARED SERVICES,5941,,1,RSF,OFF
PKLN06E155,PKLN06,Park Lane - Blk E Retail,E155,Dental Lofts Dallas,0,,1,GLA,RET
P460460,P460,460 Totten Pond,460,"SSH Communications Security, Inc.",0,,1,GLA,OFF
P200010L,P200,NWALP PHOP Property Owner LLC,010L,Little Souls Daycare,0,,1,GLA,OFF
NW1040175,NW1040,NW CHANDLER BUILDING LP,175,"Direct Energy Business, LLC",2116,,1,RSF,OFF
NRG001S-Cage F,NRG001,NW Northgate Mall LLC,S-Cage F,Diaper Bank (Kidcycle),0,RETL,1,GLA,RET
PKLN02800,PKLN02,Park Lane - 8080 Office,800,"CBRE, Inc.",0,,1,GLA,OFF
NW1011550,NW1011,NW BALLANTYNE ONE LP,550,FOREST2MARKET INC,8814,,1,RSF,OFF
PKLN05C154,PKLN05,Park Lane - Blk B2/C/DF Retail,C154,Koslow's Fur and Leather,0,,1,GLA,RET
PKLN06E125,PKLN06,Park Lane - Blk E Retail,E125,Hair Fairies,0,,1,GLA,RET
NW1017475,NW1017,NW CULLMAN PARK LP,475,AMPHION ANALYTICAL ENGINEERING,4925,,1,RSF,OFF
NW1017460,NW1017,NW CULLMAN PARK LP,460,PARAGON METALS LLC,2236,,1,RSF,OFF
PKLN02ROOF7,PKLN02,Park Lane - 8080 Office,ROOF7,LEVEL 3,0,,1,GLA,ANT
NWCCR1BLDG,NWCCR1,NW CCR BUILDING LP,BLDG,VINE AMERICAN KITCHEN LLC,7262,,1,RSF,RET
PKLN05CROOF1,PKLN05,Park Lane - Blk B2/C/DF Retail,CROOF1,CHARTER/TWC,0,,1,GLA,ANT
NW1040400,NW1040,NW CHANDLER BUILDING LP,400,Genera Solutions LP,16410,,1,RSF,OFF
NW0073425,NW0073,NW JJH BUILDING LP,425,"25 CAPITAL PARTNERS, LLC",3592,,1,RSF,OFF
PKLN01130,PKLN01,Park Lane - 8070 Office,130,"Green Grass Studios, LLC",0,OTHR,1,GLA,OFF
PKLN05B126,PKLN05,Park Lane - Blk B2/C/DF Retail,B126,Roma Provisions dba Evol Society,0,RETL,1,GLA,RET
PKLN05B145,PKLN05,Park Lane - Blk B2/C/DF Retail,B145,Bowl & Barrel,0,,1,GLA,RET
NW1012505,NW1012,NW BALLANTYNE TWO LP,505,XPO LOGISTICS INC,9805,,1,RSF,OFF
NRG001R-540,NRG001,NW Northgate Mall LLC,R-540,Baja Shack,0,RETL,1,GLA,RET
NW1012520,NW1012,NW BALLANTYNE TWO LP,520,XPO LOGISTICS INC,2020,,1,RSF,OFF
NRG001K-66,NRG001,NW Northgate Mall LLC,K-66,Innovative Vending Solutions,0,RETL,1,GLA,RET
NW1011201,NW1011,NW BALLANTYNE ONE LP,201,TROY CONTAINER LINE LTD,2101,,1,RSF,OFF
NRG001K-17,NRG001,NW Northgate Mall LLC,K-17,Innovative Vending Solutions,0,RETL,1,GLA,RET
NW0072100,NW0072,NW HAYES BUILDING LP,100,HULL & COMPANY INC,8303,,1,RSF,OFF
PKLN06E130,PKLN06,Park Lane - Blk E Retail,E130,Vein Clinics of America Inc,0,,1,GLA,RET
NW1040150,NW1040,NW CHANDLER BUILDING LP,150,BRICKSTREET MUTUAL INSURANCE,6145,,1,RSF,OFF
NRG001O-220,NRG001,NW Northgate Mall LLC,O-220,Gentle Touch Home Care Services,0,RETL,1,GLA,OFF
NW0021B150,NW0021,NW OFFICES ON SIX LP,B150,DSR INVESTMENT MANAGEMENT CORP,700,,1,RSF,OFF
NW1002140,NW1002,NW BRIXHAM GREEN TWO LP,140,DIGITAL DESIGNS INC,3201,,1,RSF,OFF
CV000200B05,CV0002,1180 Avenue of the Americas,00B05,Rosenfeld & Kaplan LLP,274,BSMT,1,RSF,OFF
CV00021920,CV0002,1180 Avenue of the Americas,1920,Rosenfeld & Kaplan LLP,2675,OFF,1,RSF,OFF
PKLN05CROOF2,PKLN05,Park Lane - Blk B2/C/DF Retail,CROOF2,"Zayo Group, LLC",0,,1,GLA,ANT
PKLN02ROOF5,PKLN02,Park Lane - 8080 Office,ROOF5,AT&T-BROADCAST TOWERS,0,,1,GLA,ANT
CV00020901,CV0002,1180 Avenue of the Americas,901,"Scripps Networks, LLC",22107,OFF,1,RSF,OFF
NW1025120,NW1025,NW HALL BUILDING LP,120,"Sirius Computer Solutions, Inc",0,,1,RSF,OFF
NW0073340,NW0073,NW JJH BUILDING LP,340,NETWORK SERVICES COMPANY,0,,1,RSF,OFF
NW0073310,NW0073,NW JJH BUILDING LP,310,AUBERT AND DUVAL USA INC,0,,1,RSF,OFF
NRG001R-416A,NRG001,NW Northgate Mall LLC,R-416A,Verizon Wireless,0,RETL,1,GLA,RET
NRG001K-19,NRG001,NW Northgate Mall LLC,K-19,Wishing Well Coin Race,0,RETL,1,GLA,RET
NRG001K-39,NRG001,NW Northgate Mall LLC,K-39,Wishing Well,0,RETL,1,GLA,RET
NW1012400,NW1012,NW BALLANTYNE TWO LP,400,XPO LOGISTICS INC,20669,,1,RSF,OFF
NW1002450,NW1002,NW BRIXHAM GREEN TWO LP,450,THE GUARDIAN LIFE INSURANCE CO,3380,,1,RSF,OFF
NW0075400,NW0075,NW EVERETT BUILDING LP,400,ADDISON WHITNEY LLC,8863,,1,RSF,OFF
NW1003110,NW1003,NW BRIXHAM GREEN THREE LP,110,PATRIOT NATIONAL INSURANCE GR,0,,1,RSF,OFF
P460710,P460,460 Totten Pond,710,"Com Tek Workplace Solutions, LLC",0,,1,GLA,OFF
CV00011000,CV0001,100 Broadway,1000,"Her Justice, Inc.",17460,OFF,1,RSF,OFF
P1001010,P100,NWALP PHOP Property Owner LLC,1010,"The Cadmus Group, Inc.",0,,1,GLA,OFF
NRG001K-38,NRG001,NW Northgate Mall LLC,K-38,Innovative Vending,0,RETL,1,GLA,RET
P1002010,P100,NWALP PHOP Property Owner LLC,2010,"The Cadmus Group, Inc.",0,,1,GLA,OFF
P460140,P460,460 Totten Pond,140,"Accelerated Cure Project, Inc.",0,,1,GLA,OFF
PKLN05C140,PKLN05,Park Lane - Blk B2/C/DF Retail,C140,Bloomingdale's The Outlet Stor,0,,1,GLA,RET
NW1002350,NW1002,NW BRIXHAM GREEN TWO LP,350,MATSON DRISCOLL & DAMICO LLP,1812,,1,RSF,OFF
CV00010200,CV0001,100 Broadway,200,Duane Reade Inc.,13829,RETL,1,RSF,RET
CV000100M0B,CV0001,100 Broadway,00M0B,Duane Reade Inc.,2359,RETL,1,RSF,RET
CV000100B0B,CV0001,100 Broadway,00B0B,Duane Reade Inc.,1888,BSMT,1,RSF,RET
WAVE01D108,WAVE01,Waverly Place,D108,Tre Nail Salon,2083,RETL,1,GLA,RET
CV00010100B,CV0001,100 Broadway,0100B,Duane Reade Inc.,6417,RETL,1,RSF,RET
NW0075200,NW0075,NW EVERETT BUILDING LP,200,ESA Management LLC,25759,,1,RSF,OFF
PKLN05C125,PKLN05,Park Lane - Blk B2/C/DF Retail,C125,The Children's Place,0,,1,GLA,RET
NRG00250,NRG002,Northgate Shops,50,Cricket,0,RETL,1,GLA,RET
P460600,P460,460 Totten Pond,600,"Wealth Planning Management, LLC",0,,1,GLA,OFF
PKLN03100A,PKLN03,Park Lane - 8080 Culinary Off,100A,Art Institute of Dallas,0,,1,GLA,OFF
PKLN02300,PKLN02,Park Lane - 8080 Office,300,Art Institute of Dallas,0,,1,GLA,OFF
PKLN02200,PKLN02,Park Lane - 8080 Office,200,Art Institute of Dallas,0,,1,GLA,OFF
PKLN02100,PKLN02,Park Lane - 8080 Office,100,Art Institute of Dallas,0,,1,GLA,OFF
NW0031225,NW0031,NW MEDICAL TWO LP,225,DERMATOLOGIC SURGERY OF THE CA,3538,,1,RSF,OFF
NW0073320,NW0073,NW JJH BUILDING LP,320,BOYD WATTERSON ASSET MGMT LLC,1746,,1,RSF,OFF
NW0065BLDG,NW0065,NW RUSHMORE FIVE LP,BLDG,AMERICAN HONDA FINANCE CORP,25184,,1,RSF,OFF
NW1001540,NW1001,NW BRIXHAM GREEN ONE LP,540,Horseshoe Fund Services USA In,1936,,1,RSF,OFF
PKLN02700,PKLN02,Park Lane - 8080 Office,700,Condon Tobin Sladek Thornton,0,,1,GLA,OFF
FFV001O105B,FFV001,Freshfields Village,O105B,"Post & Computer Center, Llc",0,,1,GLA,OFF
PKLN02770,PKLN02,Park Lane - 8080 Office,770,Northwood Retail LLC,0,,1,GLA,OFF
HSV001525,HSV001,Hillside Village,525,Olivella's,2000,RETL,1,GLA,RET
NW1001180,NW1001,NW BRIXHAM GREEN ONE LP,180,"SAIC ENERGY, ENVIRONMENTAL",0,,1,RSF,OFF
NW1011206,NW1011,NW BALLANTYNE ONE LP,206,APEX FUND SERVICES (US) INC.,4111,,1,RSF,OFF
NRG001O-201,NRG001,NW Northgate Mall LLC,O-201,Elkins Auto Sales,0,RETL,1,GLA,OFF
PKLN04400,PKLN04,Park Lane - 8176 Office,400,"KOSMOS ENERGY, LLC",0,,1,GLA,OFF
PKLN04450,PKLN04,Park Lane - 8176 Office,450,"KOSMOS ENERGY, LLC",0,,1,GLA,OFF
PKLN04500-B,PKLN04,Park Lane - 8176 Office,500-B,"KOSMOS ENERGY, LLC",0,,1,GLA,OFF
PKLN04500-A,PKLN04,Park Lane - 8176 Office,500-A,"KOSMOS ENERGY, LLC",0,,1,GLA,OFF
PKLN05D290,PKLN05,Park Lane - Blk B2/C/DF Retail,D290,RARE PARK LANE,0,,1,GLA,RET
PKLN05B158,PKLN05,Park Lane - Blk B2/C/DF Retail,B158,Green Suites Corporate Housing,0,,1,GLA,RET
NW1002500,NW1002,NW BRIXHAM GREEN TWO LP,500,PRINCIPAL LIFE INSURANCE CO.,15733,,1,RSF,OFF
NW1001250,NW1001,NW BRIXHAM GREEN ONE LP,250,"HYOSUNG USA, INC.",5570,,1,RSF,OFF
PKLN05B105,PKLN05,Park Lane - Blk B2/C/DF Retail,B105,Grimaldi's,0,,1,GLA,RET
WAVE01D109,WAVE01,Waverly Place,D109,Fresca Cafe & Gelato,2010,RETL,1,GLA,RET
NW0075100,NW0075,NW EVERETT BUILDING LP,100,ESA Management LLC,11883,,1,RSF,OFF
NW0072400,NW0072,NW HAYES BUILDING LP,400,AKIMA MANAGEMENT SERVICES LLC,26135,,1,RSF,OFF
NW0075300,NW0075,NW EVERETT BUILDING LP,300,ESA Management LLC,26316,,1,RSF,OFF
PWP001134,PWP001,Prestonwood Place,134,Planned Parenthood,0,RETL,1,GLA,RET
NW0075600,NW0075,NW EVERETT BUILDING LP,600,"BWX Technologies, Inc.",14708,,1,RSF,OFF
FFV001R-O106,FFV001,Freshfields Village,R-O106,"Leggiadro Of Kiawah, LLC",0,,1,GLA,RET
NRG001R-112,NRG001,NW Northgate Mall LLC,R-112,Rainbow,0,RETL,1,GLA,RET
NW1503STOR03,NW1503,NW 230 Congress Street Propert,STOR03,Slate Bar & Grill,64,,1,RSF,STG
NW15031103,NW1503,NW 230 Congress Street Propert,1103,Slate Bar & Grill,3500,,1,RSF,RET
HSV001350,HSV001,Hillside Village,350,PlayTri,5382,RETL,1,GLA,RET
NW1026180,NW1026,NW FRENETTE BUILDING LP,180,CONVERGED NETWORK SERVICES GR,3551,,1,RSF,OFF
NW1503STOR01,NW1503,NW 230 Congress Street Propert,STOR01,Slate Bar & Grill,581,,1,RSF,STG
BLK001E5-C,BLK001,Blakeney Retail,E5-C,European Wax Center,1386,,1,GLA,RET
NRG001K-50,NRG001,NW Northgate Mall LLC,K-50,Innovative Foto Booth,0,RETL,1,GLA,RET
NW15033303,NW1503,NW 230 Congress Street Propert,3303,"Fragomen, Del Rey, Bernsen & Loewry",6281,,1,RSF,OFF
NW1015100,NW1015,NW RUSHMORE FOUR LP,100,BAE SYSTEMS SHARED SERVICES,37800,,1,RSF,OFF
PKLN05B142,PKLN05,Park Lane - Blk B2/C/DF Retail,B142,National University,0,,1,GLA,RET
P3001010,P300,NWALP PHOP Property Owner LLC,1010,Schwartz MSL LLC,0,,1,GLA,OFF
P3005010,P300,NWALP PHOP Property Owner LLC,5010,Schwartz MSL LLC,0,,1,GLA,OFF
PKLN05C160,PKLN05,Park Lane - Blk B2/C/DF Retail,C160,Homegoods,0,,1,GLA,RET
CV00020003,CV0002,1180 Avenue of the Americas,3,"New Cingular Wireless PCS, LLC",0,OTHR,1,RSF,ANT
NRG001R-620,NRG001,NW Northgate Mall LLC,R-620,NY Jewelry,0,RETL,1,GLA,RET
NRG001S-LCageV,NRG001,NW Northgate Mall LLC,S-LCageV,Greek Cuisine,0,RETL,1,GLA,RET
NRG001S-CageCC,NRG001,NW Northgate Mall LLC,S-CageCC,Sweet & News,0,RETL,1,GLA,RET
NW0045260,NW0045,NW GIBSON BUILDING LP,260,FORTH FINANCIAL INSURANCE GROU,1624,,1,RSF,OFF
PWP0015220,PWP001,Prestonwood Place,5220,Original Pancake House,0,RETL,1,GLA,RET
NW1025270,NW1025,NW HALL BUILDING LP,270,"Goodman McGuffey, LLP",2076,,1,RSF,OFF
NW0074BLDG,NW0074,NW BOYLE BUILDING LP,BLDG,PREMIER PURCHASING PARTNERS LP,262500,,1,RSF,OFF
NW15036603,NW1503,NW 230 Congress Street Propert,6603,Key Discovery,9947,,1,RSF,OFF
P460100,P460,460 Totten Pond,100,"Advantage Resourcing America, Inc.",0,,1,GLA,OFF
WAVE01B106,WAVE01,Waverly Place,B106,Enrigo Italian Bistro,2041,RETL,1,GLA,RET
PKLN05B113,PKLN05,Park Lane - Blk B2/C/DF Retail,B113,L'ACQUA NAIL LOUNGE,0,,1,GLA,RET
NW1001350,NW1001,NW BRIXHAM GREEN ONE LP,350,MARCARI RUSSOTTO SPENCER,6097,,1,RSF,OFF
NW1026190,NW1026,NW FRENETTE BUILDING LP,190,"LISA MARTIN & ASSOCIATES, INC",932,,1,RSF,OFF
PKLN01110,PKLN01,Park Lane - 8070 Office,110,Family Staffing Solutions,0,,1,GLA,OFF
PKLN05C320,PKLN05,Park Lane - Blk B2/C/DF Retail,C320,OLD NAVY LLC,0,,1,GLA,RET
PKLN05C124,PKLN05,Park Lane - Blk B2/C/DF Retail,C124,OLD NAVY LLC,0,,1,GLA,RET
NRG001R-836,NRG001,NW Northgate Mall LLC,R-836,D.A.C CLAY STUDIO,0,RETL,1,GLA,RET
NW1011460,NW1011,NW BALLANTYNE ONE LP,460,PREFERRED MEDICAL MARKETING CO,16247,,1,RSF,OFF
PKLN05CX330,PKLN05,Park Lane - Blk B2/C/DF Retail,CX330,ULTA Salon # 397,0,,1,GLA,RET
NRG001S-CageII,NRG001,NW Northgate Mall LLC,S-CageII,James K. Bock. Sr.,0,RETL,1,GLA,RET
NW0072600,NW0072,NW HAYES BUILDING LP,600,Sompo Japan Nipponkoa America,26135,,1,RSF,OFF
NW0072500,NW0072,NW HAYES BUILDING LP,500,SOMPO JAPAN INSURANCE CO,26135,,1,RSF,OFF
HSV001354,HSV001,Hillside Village,354,Tuesday Morning #33,12803,RETL,1,GLA,RET
NW1025375,NW1025,NW HALL BUILDING LP,375,"NTT America Solutions, Inc.",3179,,1,RSF,OFF
NRG001S-CageAA,NRG001,NW Northgate Mall LLC,S-CageAA,Christian TV Ministries,0,RETL,1,GLA,RET
NRG001O-600A&B,NRG001,NW Northgate Mall LLC,O-600A&B,Christian TV Ministries,0,RETL,1,GLA,OFF
BLK001E7-F,BLK001,Blakeney Retail,E7-F,Blis Salon,0,,1,GLA,RET
NRG001K-62,NRG001,NW Northgate Mall LLC,K-62,Eyebrow Designer 21,0,RETL,1,GLA,RET
NW1040160,NW1040,NW CHANDLER BUILDING LP,160,Hitachi Vantara Corporation,3041,,1,RSF,OFF
BLK001D1-B,BLK001,Blakeney Retail,D1-B,LeCookery,0,,1,GLA,RET
P460400,P460,460 Totten Pond,400,"Epic Health Services, Inc.",0,,1,GLA,OFF
HSV001PadWR,HSV001,Hillside Village,PadWR,White Rock Cafe,480,RETL,1,GLA,RET
NW0045250,NW0045,NW GIBSON BUILDING LP,250,PRIMARY INTEGRATION SOLUTIONS,3877,,1,RSF,OFF
NRG001R-556,NRG001,NW Northgate Mall LLC,R-556,Greek Cuisine,0,RETL,1,GLA,RET
NW1040200,NW1040,NW CHANDLER BUILDING LP,200,"COMPUTER SERVICES, INC",11433,,1,RSF,OFF
CV00021700,CV0002,1180 Avenue of the Americas,1700,Brazilian Financial Office,12981,OFF,1,RSF,OFF
NW0073550,NW0073,NW JJH BUILDING LP,550,BABCOCK & WILCOXINVESTMENT CO,9057,,1,RSF,OFF
NW0073700,NW0073,NW JJH BUILDING LP,700,Babcock & Wilcox Enterprises,29005,,1,RSF,OFF
BLK001E6-A,BLK001,Blakeney Retail,E6-A,"Talbots, Inc.",9000,,1,GLA,RET
PKLN05C351,PKLN05,Park Lane - Blk B2/C/DF Retail,C351,Whole Foods Market,0,,1,GLA,RET
NRG001R-496,NRG001,NW Northgate Mall LLC,R-496,Eko Wireless,0,RETL,1,GLA,RET
NRG001R-616,NRG001,NW Northgate Mall LLC,R-616,Khen's Tailor Shop,0,INLN,1,GLA,RET
NRG001R-412,NRG001,NW Northgate Mall LLC,R-412,Baron's Menswear,0,RETL,1,GLA,RET
CV00021600,CV0002,1180 Avenue of the Americas,1600,The Distinguished Programs GP,18124,OFF,1,RSF,OFF
P460110,P460,460 Totten Pond,110,Rita B. Allen Associates,0,,1,GLA,OFF
NW1025110,NW1025,NW HALL BUILDING LP,110,HERBERT J. SIMS & CO. INC.,1579,,1,RSF,OFF
NW0073100,NW0073,NW JJH BUILDING LP,100,Select Bank & Trust Company,3381,,1,RSF,OFF
NW1012325,NW1012,NW BALLANTYNE TWO LP,325,"SHERBERT ASSOCIATES, PC",3862,,1,RSF,OFF
NW0071250,NW0071,NW IRBY BUILDING LP,250,"TILLMAN WRIGHT, PLLC",5000,,1,RSF,OFF
NW1011420,NW1011,NW BALLANTYNE ONE LP,420,WILLIAM LITTLE FAMILY LP,1710,,1,RSF,OFF
NW0073200,NW0073,NW JJH BUILDING LP,200,Select Bank & Trust Company,8619,,1,RSF,OFF
CV00020210,CV0002,1180 Avenue of the Americas,210,Corporation Service Company,14998,OFF,1,RSF,OFF
PKLN05B125,PKLN05,Park Lane - Blk B2/C/DF Retail,B125,Gordon Biersch,0,,1,GLA,RET
PKLN058040,PKLN05,Park Lane - Blk B2/C/DF Retail,8040,Saks Fifth Avenue Texas LLC,0,,1,GLA,RET
PKLN02ROOF1,PKLN02,Park Lane - 8080 Office,ROOF1,ART INSTITUTE-BROADCAST TOWERS,0,,1,GLA,ANT
NW0071600,NW0071,NW IRBY BUILDING LP,600,UBS FINANCIAL SERVICES INC,16543,,1,RSF,OFF
NRG001R-448,NRG001,NW Northgate Mall LLC,R-448,Sweets 'N News,0,RETL,1,GLA,RET
NRG001O-220A,NRG001,NW Northgate Mall LLC,O-220A,Gentle Touch Home Care Services,0,RETL,1,GLA,OFF
NW1026175,NW1026,NW FRENETTE BUILDING LP,175,NUS CONSULTING GROUP,2346,,1,RSF,OFF
NW1503BASE05,NW1503,NW 230 Congress Street Propert,BASE05,"Light Tower Fiber Networks I, LLC",0,,1,RSF,OTHER
PKLN05C150,PKLN05,Park Lane - Blk B2/C/DF Retail,C150,AVEDA INSTITUTE,0,,1,GLA,RET
NW1018121-A,NW1018,NW RICHARDSON BUILDING LP,121-A,"FIRST BALLANTYNE, LLC",108,,1,RSF,OFF
P460200,P460,460 Totten Pond,200,"OpenClinica, LLC",0,,1,GLA,OFF
CRS001F3-C,CRS001,Blakeney Crossing,F3-C,Pigtails & Crewcuts,1204,,1,GLA,RET
NW1011203,NW1011,NW BALLANTYNE ONE LP,203,"DAVIES LAW, PLLC",2879,,1,RSF,OFF
PWP0015260,PWP001,Prestonwood Place,5260,Twin Peaks,0,RETL,1,GLA,RET
NRG001R-127,NRG001,NW Northgate Mall LLC,R-127,Children's Place,0,RETL,1,GLA,RET
